FID_1,X,Y,ID,Pb,Zn,Cu,SIGLE_PEDO,region_etm,GS
14340,238500,135500,IF1093,,146.3,13.9150943396,A-Gbp1,8,9
14643,233500,137500,IF415,,115.1,19.7358490566,ADa0,8,9
14544,243500,137500,IF204,,243.1,20.679245283,Gbbf4,8,13
14644,245500,137500,IF416,,119.1,20.679245283,GbBfp4,8,14
14532,227500,123500,IF167,,201.1,20.8679245283,GbBK2,8,19
14339,230500,135500,IF1092,,229.2,16.8490566038,Gbbk4,8,19
14429,242500,119500,IF1237,,63.1,14.5471698113,Gbb0_1,12,25
14342,238500,125500,IF1095,,103.8,22.4245283019,Gbbr4b,12,25
14397,274500,145500,IF1200,,41.4,14.6698113208,aGix2,14,29
14276,251500,123500,IF102,,68.1,14.7358490566,fGbbr3,14,29
14320,267500,113500,IF107,,50.1,17.9433962264,Gbbfi0_1,14,29
14547,259500,127500,IF210,,61.1,16.9056603774,Gbbf2(q),14,29
14548,263500,127500,IF214,,52.1,18.7924528302,Gbbf2(q),14,29
14550,247500,117500,IF218,,89.1,27.2830188679,Gbbfi2,14,29
14352,262500,115500,IF1105,,65.4,29.2547169811,Gbbfi2,14,29
14555,271500,117500,IF228,,60.1,19.7358490566,Gbbfi2(r),14,29
14631,265500,137500,IF403,,55.1,15.0188679245,Gbbr2,14,29
14440,250500,119500,IF1247,,94.1,25.3962264151,Gbbr2,14,29
14301,260500,119500,IF1042,,60.1,24.4528301887,Gbbr2(q),14,29
14388,266500,125500,IF1182,,66.6,14.6320754717,Gbbl3,14,29
14533,263500,133500,IF168,,61.1,18.6037735849,Gbbr2,14,29
14654,249500,117500,IF426,,79.1,20.679245283,Gbbr2,14,29
14655,257500,117500,IF427,,103.1,50.8679245283,Gbbr2,14,29
14554,267500,117500,IF226,,50.1,25.3962264151,Gbbr2(q),14,29
14400,274500,135500,IF1203,,42.1,11.179245283,Gdbr2,14,29
14551,255500,117500,IF220,,58.1,17.8490566038,GDbr2,14,29
14647,257500,127500,IF419,,60.1,15.9622641509,GDbr2,14,29
14211,269500,143500,IF034,,66.15,15.7924528302,Ghxr2,14,29
14395,270500,145500,IF1199,,35.2,10.1698113208,Ghxr2,14,29
14553,263500,117500,IF224,,45.1,12.4716981132,Gix0_1,14,29
14398,278500,145500,IF1201,,42.9,14.4528301887,Gixr2,14,29
14386,262500,125500,IF1180,,59,19.6320754717,Gixr2(q),14,29
14528,267500,143500,IF163,,55.1,21.3396226415,Gixr2,14,29
14543,279500,147500,IF203,,30.1,12.9433962264,Gix0_1,14,29
14529,271500,143500,IF164,,47.1,19.641509434,Gixr2,14,29
14287,255500,113500,IF103,,43.1,13.7924528302,Gixr0_1,14,29
14630,281500,147500,IF402,,41.1,15.9622641509,Gixr2,14,29
14530,275500,143500,IF165,,53.1,13.6981132075,Gixr2,14,29
14629,277500,147500,IF401,,29.1,15.9622641509,rGix2,14,29
14632,277500,137500,IF404,,38.1,11.2452830189,Gbbr2,14,29
14808,245500,121500,IF649,,80.1,12.5660377358,aGDb2,13,28
14763,271500,111500,IF580,,95.1,18.7924528302,Gbbfi0_1,13,28
14893,248500,115500,IF812,,76.1,18.5094339623,Gbbr2,13,28
14731,247500,111500,IF518,,72.1,11.2452830189,Gbbr2,13,28
14977,244500,119500,IF955,,80.1,19.358490566,Gbbr3,13,28
14894,252500,115500,IF813,,75.1,13.6037735849,Ghxr2,13,28
14950,276500,119500,IF926,,49.1,19.358490566,OT,13,28
14797,265500,141500,IF638,,89.1,16.4339622642,Gbbf4,9,25
14964,260500,139500,IF940,,80.1,35.7735849057,Gbbf4,9,25
14878,252500,135500,IF781,,120.1,21.4339622642,Gbbfp4,9,16
14879,256500,135500,IF782,,77.1,13.9811320755,Gbbr2,9,25
14975,244500,129500,IF953,,53.1,11.4339622642,Gbbr4,9,25
14881,240500,125500,IF784,,47.1,12.2830188679,Gbbr3,9,25
14796,261500,141500,IF637,,84.1,13.7924528302,Gbbr2,9,25
14874,268500,145500,IF777,,76.1,19.0754716981,Gbbr2,9,25
14715,259500,141500,IF502,,100.1,14.0754716981,Gbbr4,9,25
14963,272500,149500,IF939,,39.1,11.2452830189,uGix2,9,25
14714,275500,151500,IF501,,74.1,12.3773584906,uGix2,9,25
15163,240142,149614,LI1A_4,,342.868131868,65.183908046,GbBf0_1,7,15
14795,249500,141500,IF636,,169.1,26.0566037736,Gbbfp5,7,16
15141,205368.3,136212.48,LA 96.4171,24.8468468468,,11.8571428571,Aba1,6,9
15155,218450,144242,LA 96.5408,,,14.0476190476,Aba1,6,9
14794,225500,141500,IF635,,154.1,19.1698113208,GbBf0_1,6,13
14876,228500,135500,IF779,,78.1,14.2641509434,GbBr2,6,10
14806,213500,131500,IF647,,81.1,14.0754716981,GbBr2,6,10
14805,205500,131500,IF646,,80.1,15.7735849057,GbBr2,6,10
14717,207500,131500,IF504,,73.1,12.1886792453,GbBr2,6,10
14931,216500,135500,IF863,,188.1,23.2264150943,GbBr2,6,10
14954,280500,119500,IF930,,115.1,56.9056603774,Gbbfi2,16,31
14886,280500,115500,IF789,,99.1,23.5094339623,Gbbfi2,16,31
14811,289500,121500,IF652,,68.1,13.9811320755,fGbbr2,17,32
14884,288500,125500,IF787,,82.1,21.1509433962,fGbbr2,17,32
14887,284500,115500,IF790,,86.1,23.1320754717,fGbbr2,17,32
14815,273500,101500,IF656,,74.1,16.2452830189,fGbbr2,17,32
14764,279500,111500,IF581,,79.1,17.8490566038,Gbbfi2,17,32
14960,288500,129500,IF936,,71.1,15.9622641509,Gbbfi2,17,32
14953,284500,119500,IF929,,79.1,23.6037735849,Gbbfi2,17,32
14952,288500,119500,IF928,,62.1,17.7547169811,Gbbr2,17,32
14814,285500,111500,IF655,,95.1,15.3018867925,Gbbr2,17,32
14888,288500,115500,IF791,,105.1,21.4339622642,Gbbr2,17,32
14813,281500,111500,IF654,,114.1,17.9433962264,Gbbr3,17,32
15106,230776,158329,LA 96.2888,23.1351351351,,4.2380952381,Aba1,2,4
15151,231207,158916,LA 96.4988,28.4504504504,,12.0476190476,Aba1,2,4
14927,208500,155500,IF859,,111.1,20.3018867925,Aba(b)1,2,4
15152,232196,157627,LA 96.4989,,,13.8571428571,Aba1,2,4
15104,223581,153482,LA 96.2554,20.5225225225,,4.04761904762,Aba1,2,4
15156,223428,153932,LA 96.5409,29.6216216216,,14.0476190476,Aba1,2,4
15103,202803,148511,LA 96.2551,23.3153153153,,4.2380952381,Aba1,2,4
14880,232500,125500,IF783,,96.1,15.4905660377,(x)Aba,10,24
14720,235500,121500,IF507,,145.1,20.679245283,Gbbkf2,10,22
15148,236933,126376,LA 96.4749,36.9189189189,,22.8095238095,GDb0_1,10,23
14836,221500,121500,IF706,,133.1,23.8867924528,(x)Aba,8,9
14719,227500,131500,IF506,,463.1,24.4528301887,A-Gbp1,8,9
14877,232500,135500,IF780,,135.1,22.3773584906,A-GbB,8,9
14807,225500,131500,IF648,,54.1,10.4905660377,Gbap2,8,14
15159,236316,128932,LA 96.5952,66.1981981982,,16.619047619,Gbap4,8,14
15139,236156,128559,LA 96.4168,,,10.619047619,Gbbp4,8,14
14976,248500,129500,IF954,,77.1,21.4339622642,aGDbr2,14,29
14810,265500,121500,IF651,,85.1,23.4150943396,Gbbfi2(r),14,29
14948,256500,129500,IF924,,86.1,17.1886792453,Gbbq6,14,29
14958,276500,139500,IF934,,52.1,23.8867924528,Gbbr2,14,29
14973,256500,119500,IF951,,67.1,24.4528301887,Gbbr2,14,29
14957,268500,129500,IF933,,57.1,16.0566037736,Gbbr2(q),14,29
14809,257500,121500,IF650,,70.1,24.5471698113,Gbbq6,14,29
14798,269500,141500,IF639,,57.1,18.8867924528,Gbbr5,14,29
14716,275500,141500,IF503,,43.1,12.2830188679,Gdbr2,14,29
14883,264500,135500,IF786,,67.1,22.2830188679,Ghxr2,14,29
14875,280500,145500,IF778,,42.1,15.3962264151,Gixr2,14,29
14882,248500,125500,IF785,,39.1,15.679245283,Gixr2(q),14,29
14962,276500,149500,IF938,,35.7,17.5660377358,Gixr2,14,29
14799,273500,141500,IF640,,41.1,13.1320754717,Gixr2,14,29
15272,267376,147445,R18S_C4_21,132.626892857,201.8689596,25.8725023607,A-Gbp,9,25
15258,263621,144451,R10S_6,75.8673469388,235.4,15.9180327869,OT,9,25
15259,263621,144451,R10S_C4_17,85.3293137755,211.0448214,14.8755239344,OT,9,25
15260,263621,144451,R10S_C4_18,,214.103442,19.3640865574,OT,9,25
15261,263621,144451,R10S_C4_19,84.1757142857,213.0839018,15.6236177049,OT,9,25
15271,266539,147461,R17S_C4_32,67.6792415816,136.6183868,13.0052895082,(x)Aba,7,9
15203,259760,145722,Mar-35,189.309090909,402.289473684,32.9047619048,A-Gbp1,7,9
15296,259471,145654,R2S_15,469.43877551,424,31,A-Gbp1,7,9
15297,259471,145654,R2S_C4_75,419.873165816,334.4091856,27.5931180328,A-Gbp1,7,9
15298,259471,145654,R2S_C4_76,419.873165816,334.4091856,26.0969304918,A-Gbp1,7,9
15299,259471,145654,R2S_C4_77,423.333964286,336.448266,26.8450242623,A-Gbp1,7,9
15300,259471,145654,R2S_C4_78,419.873165816,336.448266,27.5931180328,A-Gbp1,7,9
15301,259471,145654,R2S_C4_79,426.794762755,331.350565,29.0893055738,A-Gbp1,7,9
15304,265425,146083,R32S_C4_26,92.7123505102,248.7678088,22.5060803934,A-Gbp1,7,9
15283,265969,146575,R20S_C4_23,69.7557206633,164.1459722,14.3518582951,ADa,7,9
15284,265517,146566,R21S_C4_24,,182.4976958,15.3243801967,ADa,7,9
15292,263987,146462,R26S_C4_62,,132.540226,13.8281926557,aGDBp2,7,16
15307,260169,145577,R3S_16,,305.8,34.2786885246,aGixf2,7,15
15308,260169,145577,R3S_17,135.765306122,308.2,35.262295082,aGixf2,7,15
15309,260169,145577,R3S_C4_80,139.548489796,278.3344746,34.3259619672,aGixf2,7,15
15310,260169,145577,R3S_C4_81,136.087691327,272.2172334,35.8221495082,aGixf2,7,15
15311,260169,145577,R3S_C4_82,128.012494898,280.373555,32.8297744262,aGixf2,7,15
15312,260169,145577,R3S_C4_83,133.780492347,272.2172334,32.8297744262,aGixf2,7,15
15313,260169,145577,R3S_C4_84,129.166094388,274.2563138,32.8297744262,aGixf2,7,15
15345,263147,144932,R9S_14,496.989795918,373.8,29.1967213115,gA-Gbp2,7,9
15346,263147,144932,R9S_C4_71,451.020352041,324.2137836,29.0893055738,gA-Gbp2,7,9
15347,263147,144932,R9S_C4_72,457.94194898,326.252864,26.8450242623,gA-Gbp2,7,9
15348,263147,144932,R9S_C4_73,,317.0770022,27.5931180328,gA-Gbp2,7,9
15349,263147,144932,R9S_C4_74,463.709946429,321.155163,30.5854931148,gA-Gbp2,7,9
15236,260185,145954,Mar-84,222.036363636,399.657894737,32.9047619048,gA-Gbp2,7,9
15303,265150,145988,R31S_C4_25,507.546727041,512.8287206,27.5931180328,gA-Gbp2,7,9
15305,265856,146103,R33S_C4_27,95.8270691327,249.787349,21.0847022295,gA-Gbp2,7,9
15306,266415,146103,R34S_C4_28,75.7544380102,200.8494194,23.8526491803,gA-Gbp2,7,9
15320,262246,145814,R5S_13,,275.7,34.1147540984,gA-Gbp2,7,9
15321,262246,145814,R5S_C4_66,,269.1586128,34.3259619672,gA-Gbp2,7,9
15322,262246,145814,R5S_C4_67,152.238084184,267.1195324,33.5778681967,gA-Gbp2,7,9
15323,262246,145814,R5S_C4_68,138.394890306,255.9045902,29.8373993443,gA-Gbp2,7,9
15324,262246,145814,R5S_C4_69,144.162887755,254.88505,31.3335868852,gA-Gbp2,7,9
15325,262246,145814,R5S_C4_70,137.241290816,249.787349,29.0893055738,gA-Gbp2,7,9
15285,264903,146595,R22BS_C4_5,,148.8528692,8.96558314754,Gbbf2,7,15
15286,264930,146564,R22S_C4_6,70.7939602041,187.5953968,13.3793363934,Gbbf2,7,15
15326,260630,144670,R6S_18,107.193877551,243.6,59.606557377,Gbbf2,7,15
15327,260630,144670,R6S_19,,229.8,22.2295081967,Gbbf2,7,15
15328,260630,144670,R6S_C4_85,,237.5528666,21.6083678689,Gbbf2,7,15
15329,260630,144670,R6S_C4_86,103.786905612,239.591947,23.1045554098,Gbbf2,7,15
15330,260630,144670,R6S_C4_87,103.786905612,244.689648,23.1045554098,Gbbf2,7,15
15331,260630,144670,R6S_C4_88,104.940505102,239.591947,25.3488367213,Gbbf2,7,15
15332,260630,144670,R6S_C4_89,106.094104592,243.6701078,23.8526491803,Gbbf2,7,15
15294,263916,146061,R28S_C4_63,77.9462770408,220.2206832,14.202239541,Gbbf4,7,15
15295,263397,146067,R29S_C4_64,84.2910742347,201.8689596,17.5686615082,Gbbfp4,7,16
15268,265413,147111,R14S_C4_48,71.486119898,225.3183842,15.1747614426,Gbbf4,7,15
15269,265029,147041,R15S_C4_31,73.3318790816,196.7712586,17.8678990164,Gbbfp2,7,16
15287,262602,146484,R24S_C4_57,68.3714012755,169.2436732,18.5411834098,Gbbfp2,7,16
15288,262602,146484,R24S_C4_58,56.9507663265,163.126432,16.7457583607,Gbbfp2,7,16
15289,262602,146484,R24S_C4_59,65.0259627551,165.1655124,17.194614623,Gbbfp2,7,16
15290,262602,146484,R24S_C4_60,60.5269247449,163.126432,18.9152302951,Gbbfp2,7,16
15270,266002,147089,R16S_C4_20,124.551696429,256.9241304,19.6633240656,GbBK2,7,17
15293,264445,146522,R27S_C4_7,,199.8298792,15.5488083279,Gbbfp2,7,16
15262,264578,147437,R11S_C4_29,49.3370096939,183.517236,13.9030020328,Gbbfp4,7,16
15274,261657,146582,R1S_12,208.214285714,235.3,66,Gbbfp2,7,16
15275,261657,146582,R1S_C4_49,232.990048469,219.201143,50.0359311475,Gbbfp2,7,16
15276,261657,146582,R1S_C4_50,,215.1229822,48.5397436066,Gbbfp2,7,16
15277,261657,146582,R1S_C4_51,236.450846939,223.2793038,50.0359311475,Gbbfp2,7,16
15278,261657,146582,R1S_C4_52,234.143647959,219.201143,49.287837377,Gbbfp2,7,16
15279,261657,146582,R1S_C4_53,229.52925,212.0643616,48.5397436066,Gbbfp2,7,16
15280,261657,146582,R1S_C4_54,,231.4356254,70.2344629508,Gbbfp2,7,16
15281,261657,146582,R1S_C4_55,238.758045918,231.4356254,74.7230255738,Gbbfp2,7,16
15282,261657,146582,R1S_C4_56,238.758045918,231.4356254,68.7382754098,Gbbfp2,7,16
15339,262297,144628,R8S_11,150.051020408,529.6,26.3278688525,Gbbk4,7,17
15340,262297,144628,R8S_C4_43,125.705295918,454.7149292,23.1045554098,Gbbk4,7,17
15341,262297,144628,R8S_C4_44,128.012494898,445.5390674,23.1045554098,Gbbk4,7,17
15342,262297,144628,R8S_C4_45,125.705295918,432.2850448,22.3564616393,Gbbk4,7,17
15343,262297,144628,R8S_C4_46,130.319693878,441.4609066,23.1045554098,Gbbk4,7,17
15344,262297,144628,R8S_C4_47,,443.499987,20.8602740984,Gbbk4,7,17
15302,264471,146030,R30S_C4_65,95.2502693878,270.178153,14.5762864262,Gbbk4,7,17
15314,261422,145603,R4S_9,144.948979592,265,24.9344262295,Gbbkf6,7,17
15315,261422,145603,R4S_C4_33,162.620479592,265.080452,24.6007429508,Gbbkf6,7,17
15316,261422,145603,R4S_C4_34,,262.0218314,26.0969304918,Gbbkf6,7,17
15317,261422,145603,R4S_C4_35,166.081278061,263.0413716,23.8526491803,Gbbkf6,7,17
15318,261422,145603,R4S_C4_36,167.234877551,263.0413716,25.3488367213,Gbbkf6,7,17
15319,261422,145603,R4S_C4_37,164.927678571,263.0413716,25.3488367213,Gbbkf6,7,17
15263,264135,147022,R12S_C4_1,63.5262834184,181.4781556,13.4541457705,GbBp4,7,16
15264,264135,147022,R12S_C4_2,48.875569898,176.3804546,12.4816238689,GbBp4,7,16
15265,264135,147022,R12S_C4_3,47.9526903061,168.224133,14.277048918,GbBp4,7,16
15266,264135,147022,R12S_C4_4,45.4147714286,172.3022938,11.5091019672,GbBp4,7,16
15333,261430,144418,R7S_10,,354.2,26.5737704918,Gbbkf4,7,17
15334,261430,144418,R7S_C4_38,272.212431122,296.6861982,20.8602740984,Gbbkf4,7,17
15335,261430,144418,R7S_C4_39,262.983635204,292.6080374,20.8602740984,Gbbkf4,7,17
15336,261430,144418,R7S_C4_40,266.444433673,295.666658,22.3564616393,Gbbkf4,7,17
15337,261430,144418,R7S_C4_41,262.983635204,292.6080374,20.8602740984,Gbbkf4,7,17
15338,261430,144418,R7S_C4_42,275.673229592,295.666658,20.1121803279,Gbbkf4,7,17
15291,263467,146557,R25S_C4_61,,185.5563164,13.2297176393,GbBp2,7,16
15273,266471,146525,R19S_C4_22,113.015701531,167.2045928,24.1518866885,Gbbt2,7,18
15267,264613,146994,R13S_C4_30,81.0609956633,158.028731,11.3594832131,GDBp0_1,7,16
15256,242272,142227,PR1A_7,,20411.8791209,960.356321839,OT,7,43
15257,242157,142093,PR4A_8,,4852.97802198,140.816091954,OT,7,43
15366,231701,140840,SEFO017SC1,,237.010801978,,(x)Aba,6,9
15374,232034,141727,SEPR041SC1,,217.3104195,24.3991127377,(x)Ada,6,9
15359,230279,140074,SEFO010SC1,,126.177260659,14.7003462529,(x)Aha,6,9
15377,228664,142452,SEPR044SC1,79.90224,248.6307692,14.3234895902,(x)Aca,6,9
15358,230660,141037,SEFO009SC1,,171.469314945,20.1211128966,Aba,6,9
15378,230544,146477,SEPR047SC1,,453.6609682,41.1207323279,Aba,6,9
15216,237181,153253,Mar-53,34.7636363636,210.184210526,13.8571428571,Aba1,6,9
15234,229152,150894,Mar-82,,275.973684211,21.4761904762,Aba1,6,9
15235,229582,150934,Mar-83,78.4,398.342105263,22.4285714286,Aba1,6,9
15371,233111,141298,SEPR021SC1,,183.8886881,11.4219705656,Aca,6,9
15352,231054,139706,SEFO003SC1,,159.133915824,22.1171081149,Aca,6,9
15355,231800,139928,SEFO006SC1,,165.469759011,25.7823081034,Aca,6,9
15351,230980,139924,SEFO002SC1,,107.021205736,17.1153922299,Aca,6,9
15357,230651,141229,SEFO008SC1,,149.362461099,22.0551376897,Aca,6,9
15232,230458,150159,Mar-80,56.5818181818,324.657894737,17.6666666667,Abp0_1,6,9
15382,233149,140040,SEPR059SC1,68.4938797551,191.6198835,17.8166651148,Ada,6,9
15367,232385,139373,SEFO018SC1,,97.4793336044,19.8335166897,Ada,6,9
15368,233055,139600,SEFO019SC1,,125.343171033,30.1208917816,Ada,6,9
15744,204326,135849,T2002/58887,37.1696428571,112.080808081,15.6,ADa1,6,9
15353,231128,139522,SEFO004SC1,,153.360062198,22.5681067816,Ada,6,9
15350,230809,140326,SEFO001SC1,,160.128966703,23.3651488046,Ada,6,9
15356,230753,140894,SEFO007SC1,,224.056920769,36.5435571724,Ada,6,9
15375,232026,141208,SEPR042SC1,52.764973102,198.5547785,12.4343306393,Ada,6,9
15376,233633,140883,SEPR043SC1,42.8190964898,152.7494908,9.10891916803,Ada,6,9
15743,201931,140711,T2002/5888,25.0267857143,98.0404040404,11.6,Ada1,6,9
15803,222798,135767,T2002/6510,43.1517857143,161.070707071,13.7,ADp(c),6,9
15373,232514,141860,SEPR040SC1,,168.9910285,8.88414218771,aGIxr2,6,10
15383,232498,140033,SEPR060SC1,65.1602022857,190.3432779,10.5456161066,Aha,6,9
15372,231973,141819,SEPR022SC1,137.482086837,290.1324308,28.1825588934,aGDBr2,6,10
15369,233876,142540,SEFO020SC1,,197.716473297,23.973861954,aGIxr2,6,10
15360,229416,140814,SEFO011SC1,,209.063572747,34.0271561954,aGIxr2,6,10
15354,230822,138789,SEFO005SC1,,159.454354615,24.0037021264,Aha,6,9
15362,228848,142346,SEFO013SC1,,197.055545495,17.3711756092,GbBf2,6,13
15380,229513,143878,SEPR057SC1,,260.0971054,33.764203377,GbBf2,6,13
15370,229262,145647,SEFO055SC1,,532.538461538,44.7208380575,GbBf2,6,13
15379,228863,145217,SEPR056SC1,104.933366327,,40.7198436721,GbBf2,6,13
15365,231406,141429,SEFO016SC1,,158.912087912,30.7115206897,GbBr2,6,10
15361,228488,141817,SEFO012SC1,,149.796868022,22.1231796782,GbBr2,6,10
15364,231225,143087,SEFO015SC1,,276.729168022,26.1031429425,GbBr4,6,10
15363,231720,142391,SEFO014SC1,,269.17392978,35.8903599195,GbBr0_1,6,10
15381,231073,143436,SEPR058SC1,,452.8761742,24.1194918361,NC,6,43
15650,205497,148491,T2002/5354,24.7589285714,60.4646464647,11.9,Aba(b)1,2,4
15649,213796,142440,T2002/5353,,109.454545455,13.5,Aba1,2,4
15787,205596,148393,T2002/6297,23.3303571429,62.5858585859,11.7,Aba1,2,4
15217,214900,156022,Mar-55,29.3090909091,99.6578947368,16.7142857143,Aba1,2,4
15648,212581,144019,T2002/5352,29.4910714286,85.0101010101,11.7,Aba1,2,4
15204,212485,152858,Mar-36,,97.0263157895,13.8571428571,Abp(c),2,4
15233,228814,150647,Mar-81,,245.710526316,18.619047619,Abp(c),2,4
15201,223466,128907,Mar-33,25.6727272727,112.815789474,12.9047619048,(x)Aba,8,9
15202,223466,128907,Mar-34,22.9454545455,98.3421052632,10.1428571429,(x)Aba,8,9
15651,223052,127658,T2002/5354.001,28.1517857143,83.595959596,10.9,(x)Aba,8,9
15412,216378,124527,T2000/6474,25.0267857143,76.0471698113,10.2,A-Gbp1,8,9
15806,217157,120833,T2002/6514,29.4910714286,89.1515151515,16.5,A-Gbp1,8,9
15645,221062,127630,T2002/5344,21.0089285714,110.96969697,14.2,Aba1,8,9
15804,222843,135083,T2002/6511,,136.323232323,17.1,Aba1,8,9
15641,218031,125375,T2002/5338,,87.8383838384,14.8,Aba1,8,9
15642,218169,125285,T2002/5339,25.1160714286,133.696969697,12.4,Aba1,8,9
15643,218169,125285,T2002/5340,28.4196428571,110.262626263,15.2,Aba1,8,9
15644,217882,126996,T2002/5341,,110.767676768,15.6,ADa1,8,9
15805,217180,120978,T2002/6513,39.4017857143,76.8282828283,14.6,ADa1,8,9
15923,205601,136912,T2003/2629,29.87,95.3131313131,14.8,Aba1,6,9
15926,206503,137146,T2003/2632,29.77,92.3838383838,13.6,Aba1,6,9
15922,205835,136856,T2003/2628,32.57,104.707070707,14.5,Abp(c),6,9
15924,205485,136774,T2003/2630,38.97,110.161616162,14.3,Abp,6,9
15925,205379,136600,T2003/2631,30.87,101.777777778,13.7,Abp,6,9
16146,206597,137257,T20032633,29.67,95.2121212121,12.8,Abp,6,9
16448,271000,102900,T2005/0549,,94.2828282828,17.6,Gbbfi2,16,31
16068,211613,146722,T2003/4555,28.27,87.8383838384,13.8,Aba1,2,4
16069,211984,146399,T2003/4556,26.37,75.1111111111,14.6,Aba1,2,4
16104,211896,146118,T2003/5493,29.77,84.7070707071,14.7,Aba1,2,4
16063,213351,147298,T2003/4550,26.37,146.424242424,13.4,Aba1,2,4
16064,213351,147298,T2003/4551,,84.101010101,12.9,Aba1,2,4
16105,212724,147169,T2003/5495,,74.6060606061,12.5,Aba1,2,4
16106,212824,147258,T2003/5496,28.77,80.3636363636,14.2,Aba1,2,4
16065,212905,146832,T2003/4552,28.07,79.8585858586,13.3,Abp(c),2,4
16066,212582,147033,T2003/4553,26.97,78.3434343434,12.6,Abp(c),2,4
16067,212582,147033,T2003/4554,,137.131313131,13.2,Abp(c),2,4
16107,212912,147378,T2003/5497,27.67,72.5858585859,12,Abp1,2,4
15999,209136,149973,T2003/3596,27.37,134.707070707,11.3,Abp0,2,4
16000,209136,149973,T2003/3597,23.97,68.9494949495,10.4,Abp0,2,4
15862,229502,132968,T2002/9574,33.8660714286,135.515151515,15.7,Gbap2,8,14
15863,229502,132968,T2002/9575,,142.888888889,14.1,Gbap2,8,14
15864,229502,132968,T2002/9576,24.5803571429,116.222222222,11.3,Gbap2,8,14
15865,229502,132968,T2002/9577,,109.151515152,14.1,Gbap2,8,14
15866,229502,132968,T2002/9578,26.6339285714,118.141414141,12.3,Gbap2,8,14
17318,253400,107800,T2006/4199,39.4,118.717171717,22.27,Gbbfi2,13,28
17319,253750,107750,T2006/4200,,94.6060606061,21.07,Gbbfi2,13,28
17320,253750,107750,T2006/4201,30.2,94.5757575758,24,Gbbfi2,13,28
17321,253750,107750,T2006/4202,29.17,93.6262626263,19.97,Gbbfi2,13,28
17315,253400,108250,T2006/4196,35.7,127.101010101,29.67,Gbbfi4,13,28
17316,253400,108250,T2006/4197,,107.404040404,26.77,Gbbfi4,13,28
17317,253400,108250,T2006/4198,36.7,119.424242424,34.5,Gbbfi4,13,28
17079,208400,141000,T2006/2763,41.57,87.9393939394,14.43,Aba1,6,9
17080,208400,141000,T2006/2764,39.54,86.3535353535,14.07,Aba1,6,9
17081,208400,141000,T2006/2765,40.84,89.0505050505,13.73,Aba1,6,9
17082,208400,141000,T2006/2766,,104.202020202,14.4,Aba1,6,9
17083,208400,141000,T2006/2767,40.04,84.9393939394,13.7,Aba1,6,9
17084,208400,141000,T2006/2768,38.17,84.7373737374,13.83,Aba1,6,9
17085,208400,141000,T2006/2769,,81.3737373737,13.4,Aba1,6,9
16998,215250,149625,t2006/2384,27.92,96.7474747475,15.93,Aba1,2,4
16999,215250,149625,t2006/2385,25.87,97.9898989899,14.47,Aba1,2,4
17000,215250,149625,t2006/2386,25.17,95.7373737374,14.47,Aba1,2,4
17001,215250,149625,t2006/2387,25.87,99.1313131313,15.75,Aba1,2,4
16716,213000,143000,T2005/7182,29.97,101.171717172,18.63,Aba1,2,4
16717,213000,143000,T2005/7183,33.79,97.2323232323,15.98,Aba1,2,4
16718,213000,143000,T2005/7184,28.92,92.1111111111,13.8,Aba1,2,4
16719,213000,143000,T2005/7185,34.14,107.96969697,13.07,Aba1,2,4
16720,213000,143000,T2005/7186,30.82,91.7272727273,12.75,Aba1,2,4
16721,213000,143000,T2005/7187,31.45,96.5252525252,13,Aba1,2,4
16722,213000,143000,T2005/7188,31.37,103.949494949,14.1,Aba1,2,4
16723,213000,142625,T2005/7189,,150.363636364,21.63,Aba1,2,4
16724,213000,142625,T2005/7190,39.47,117.767676768,15.53,Aba1,2,4
17075,220900,129100,T2006/2757,,94.4343434343,13.93,(x)Aba,8,9
16946,224125,131375,T2006/1670,33.17,104.303030303,12.65,(x)Aca,8,9
16947,224125,131375,T2006/1671,35.97,94.2525252525,12.15,(x)Aca,8,9
16948,224125,131375,T2006/1672,32.49,119.636363636,12.75,(x)Aca,8,9
16949,224125,131375,T2006/1673,27.69,114.050505051,12.85,(x)Aca,8,9
16938,214150,124100,T2006/1662,37.27,85.0808080808,12.4,(x)ADa,8,9
16939,214150,124100,T2006/1663,,83.9797979798,15.53,(x)ADa,8,9
16940,214150,124100,T2006/1664,,80.3131313131,10.35,(x)ADa,8,9
16941,214150,124100,T2006/1665,33.77,75.1414141414,11.47,(x)ADa,8,9
17076,221050,128720,T2006/2758,,83.3636363636,11.8,(x)Aba,8,9
16992,223300,128600,T2006/2378,34.47,106.848484848,15.28,Aba0,8,9
17078,218430,124700,T2006/2761,32.7,73.2626262626,12.8,Aba1,8,9
16994,223000,130600,T2006/2380,38.1,105.333333333,12.97,Aca0,8,9
16995,223000,130600,T2006/2381,29.27,99.6060606061,15.18,Aca0,8,9
16996,223000,130600,T2006/2382,24.12,99.505050505,15.3,Aca0,8,9
16997,223000,130600,T2006/2383,35.39,108.474747475,15.53,Aca0,8,9
16942,224000,131000,T2006/1666,31.57,103.393939394,14.4,Ada1,8,9
16943,224000,131000,T2006/1667,,99.4343434343,14.28,Ada1,8,9
16944,224000,131000,T2006/1668,31.67,92.1818181818,11.57,Ada1,8,9
16945,224000,131000,T2006/1669,31.07,89.2323232323,9.68,Ada1,8,9
16989,223690,128950,T2006/2375,37.49,111.929292929,15.78,Aca0,8,9
16990,223600,128750,T2006/2376,28.75,94.3838383838,16,Aca0,8,9
